parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-001,MOD-001,FORM-001,base_weight_0.92,Strategy base weight 0.92,strategy_weight,float,portfolio_weight,0.92,0.92,0.92,NOT_APPLICABLE,,,,0,1,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-001,medium,PFI/大数据模拟器/qbvs/strategies.py:31,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:61,active,EXTRACTED,TASK-PFI-B-001,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/strategies.py:32:1,0.92,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1e80459087673a18e9c5583a6f1b6391958a288f428e9007290fe3d17d180c24,MACHINE_VERIFIED,
PARAM-100,MOD-005,FORM-005,highvol_jump_sigma,highvol regime jump_sigma,regime_parameter,float,daily_return,0.055,0.055,0.055,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::highvol.jump_sigma,0.055,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5c1503b3dc72f05ab1194dae70f9a728a044eeed7bf2b5e222b83d81dac73cd8,MACHINE_VERIFIED,
PARAM-101,MOD-005,FORM-005,rotation_mu,rotation regime mu,regime_parameter,float,daily_return,0.00025,0.00025,0.00025,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::rotation.mu,0.00025,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:4bd7295138ed63b52254ccb4c321c32f7aed32386c770acee3e81e649c489fe3,MACHINE_VERIFIED,
PARAM-102,MOD-005,FORM-005,rotation_sigma,rotation regime sigma,regime_parameter,float,daily_return,0.018,0.018,0.018,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::rotation.sigma,0.018,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:60440230678c88941df3c3fcfdfc226b73336d5bc5f036732cfd7c21377c1b96,MACHINE_VERIFIED,
PARAM-103,MOD-005,FORM-005,rotation_jump_p,rotation regime jump_p,regime_parameter,float,daily_return,0.004,0.004,0.004,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::rotation.jump_p,0.004,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:f0bbe70f0192220014437029edb8590ff43528a4fd52ed67d99add629d5bb0a3,MACHINE_VERIFIED,
PARAM-104,MOD-005,FORM-005,rotation_jump_mu,rotation regime jump_mu,regime_parameter,float,daily_return,0.0,0.0,0.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::rotation.jump_mu,0,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:933ed47c7b63602a5b0d71775e189f9a23f3a9f06f06b8245873e1692d31cf4a,MACHINE_VERIFIED,
PARAM-105,MOD-005,FORM-005,rotation_jump_sigma,rotation regime jump_sigma,regime_parameter,float,daily_return,0.04,0.04,0.04,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-003,medium,PFI/大数据模拟器/qbvs/simulation.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:76,active,EXTRACTED,TASK-PFI-B-003,param-profile-20260620,2026-06-20,python_ast_dict_value:PFI/大数据模拟器/qbvs/simulation.py::REGIMES::rotation.jump_sigma,0.04,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:deb9e6f67f34965dcb5ac6efa5e45a54662bdee5913f8ec6b88e1da8bfcd1801,MACHINE_VERIFIED,
PARAM-106,MOD-006,FORM-006,rolling_lengths,rolling_lengths,validation_default,string,bars_or_keys,252;504;756;1260,252;504;756;1260,252;504;756;1260,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-002,medium,PFI/大数据模拟器/qbvs/validation.py:91,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:84,active,EXTRACTED,TASK-PFI-B-002,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/validation.py::validate_rolling_universe.lengths|join=;,252;504;756;1260,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:8eb99d26d5e5195e0adb461403892b93b817dc1478928a6d6fcdade723505080,MACHINE_VERIFIED,
PARAM-107,MOD-006,FORM-006,rolling_step,rolling_step,validation_default,integer,bars_or_keys,63,63,63,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-002,medium,PFI/大数据模拟器/qbvs/validation.py:92,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:84,active,EXTRACTED,TASK-PFI-B-002,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/validation.py::validate_rolling_universe.step,63,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:565a0bec01fa46caa086f68c8d8fce4603ee7af89acf2085817083c200ab3e1e,MACHINE_VERIFIED,
PARAM-108,MOD-006,FORM-006,rolling_min_bars,rolling_min_bars,validation_default,integer,bars_or_keys,120,120,120,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-002,medium,PFI/大数据模拟器/qbvs/validation.py:93,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:84,active,EXTRACTED,TASK-PFI-B-002,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/validation.py::validate_rolling_universe.min_bars,120,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:bdf366b6933fcb095d03cb1663b5dd078fb896fb023188f4a4e1aaa0e082efa8,MACHINE_VERIFIED,
PARAM-109,MOD-006,FORM-006,event_min_bars,event_min_bars,validation_default,integer,bars_or_keys,30,30,30,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-002,medium,PFI/大数据模拟器/qbvs/validation.py:107,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:84,active,EXTRACTED,TASK-PFI-B-002,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/validation.py::validate_event_universe.min_bars,30,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e61756cdce1ffaf7d85d463dc1811b71caf8b3c1dc7e31ebdf5b547eb3677f37,MACHINE_VERIFIED,
PARAM-110,MOD-006,FORM-006,summary_sort_keys,summary_sort_keys,validation_default,string,bars_or_keys,pass_rate;avg_annualized_gap;avg_drawdown_improvement;avg_total_gap,pass_rate;avg_annualized_gap;avg_drawdown_improvement;avg_total_gap,pass_rate;avg_annualized_gap;avg_drawdown_improvement;avg_total_gap,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,"EXTRACTED from implementation, but list-order aggregation requires human review until a structured list selector exists",UNKNOWN calibration/source evidence; see TASK-PFI-B-002,medium,PFI/大数据模拟器/qbvs/validation.py:158,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:84,active,EXTRACTED,TASK-PFI-B-002,param-profile-20260620,2026-06-20,,,,,,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-PFI-001
PARAM-111,MOD-007,FORM-007,cost_rate_transform,cost_rate_transform,fast_screen_default,string,ratio_or_formula,commission_rate+(slippage_bps+market_impact_bps)/10000,commission_rate+(slippage_bps+market_impact_bps)/10000,commission_rate+(slippage_bps+market_impact_bps)/10000,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,"EXTRACTED from implementation, but derived cost transform requires human review because it is formula semantics rather than a scalar default",UNKNOWN calibration/source evidence; see TASK-PFI-B-004,medium,PFI/大数据模拟器/qbvs/fast.py:40,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:359,active,EXTRACTED,TASK-PFI-B-004,param-profile-20260620,2026-06-20,,,,,,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-PFI-001
PARAM-112,MOD-007,FORM-007,return_floor_clip,return_floor_clip,fast_screen_default,float,ratio_or_formula,-0.999999,-0.999999,-0.999999,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-004,medium,PFI/大数据模拟器/qbvs/fast.py:41,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:359,active,EXTRACTED,TASK-PFI-B-004,param-profile-20260620,2026-06-20,"text_regex:PFI/大数据模拟器/qbvs/fast.py::np\.clip\(strategy_returns, (-?[0-9.]+), None\)",-0.999999,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:082fa004fb663d2576a5383bca86908f94fd737901c02d242a1ec34140521176,MACHINE_VERIFIED,
PARAM-113,MOD-007,FORM-007,fast_exact_diff_pass_threshold,fast_exact_diff_pass_threshold,fast_screen_default,float,ratio_or_formula,0.05,0.05,0.05,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-004,medium,PFI/大数据模拟器/qbvs/fast.py:222,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:359,active,EXTRACTED,TASK-PFI-B-004,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/fast.py:223:2,0.05,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:3dac0dc1c7209d4ada55ba7fbc8f5f72b7888069775ff31a6b3cabdcac6e973e,MACHINE_VERIFIED,
PARAM-114,MOD-008,FORM-008,quality_start_score,quality_start_score,quality_score,float,score_or_ratio,100.0,100.0,100.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:28,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:54:1,100,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5fd82d4e1b0cd5b2bf331115f4062e4c3e170e775d7e1e08fa762b3c355d8435,MACHINE_VERIFIED,
PARAM-115,MOD-008,FORM-008,few_bars_threshold,few_bars_threshold,quality_score,integer,score_or_ratio,120,120,120,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:48,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:55:1,120,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5a16d35a6d1f77d04a46bfa13cc9ad673ba1e4e4886ea630d07481cf4e763d59,MACHINE_VERIFIED,
PARAM-116,MOD-008,FORM-008,few_bars_penalty,few_bars_penalty,quality_score,integer,score_or_ratio,25,25,25,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:50,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:57:1,25,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e08194907978b9cee1b4c7144b792fa0ff80c087573d80db7f1dc99564fca8e0,MACHINE_VERIFIED,
PARAM-117,MOD-008,FORM-008,short_history_threshold,short_history_threshold,quality_score,integer,score_or_ratio,252,252,252,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:51,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:58:1,252,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:ba5c1302f997ec8aae56a0bf1c409d613768e321dafd2d261108837d0e6e2afd,MACHINE_VERIFIED,
PARAM-118,MOD-008,FORM-008,short_history_penalty,short_history_penalty,quality_score,integer,score_or_ratio,10,10,10,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:53,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:60:1,10,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:de00d00bace547a2d68d9f074a3a188c0d845f29371c42896bcf6c1846f781a7,MACHINE_VERIFIED,
PARAM-119,MOD-008,FORM-008,missing_close_penalty_cap,missing_close_penalty_cap,quality_score,float,score_or_ratio,30.0,30.0,30.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:56,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:63:1,30,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:ed64b807d3a4e4a14f55d1483b6e116de6aebee59f00792ba7611e03ce12cc1b,MACHINE_VERIFIED,
PARAM-120,MOD-008,FORM-008,duplicate_penalty_cap,duplicate_penalty_cap,quality_score,float,score_or_ratio,20.0,20.0,20.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:59,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:66:1,20,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:9d4d8f4d0676e74577237dabd11ebde35ae19d1b0afc9502cb8b1d32fa12bb84,MACHINE_VERIFIED,
PARAM-121,MOD-008,FORM-008,duplicate_penalty_per_row,duplicate_penalty_per_row,quality_score,integer,score_or_ratio,2,2,2,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:59,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:66:2,2,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:fb8bc3c60456c9273e248462047797f37eb87c984a48854393fbae38d6d49924,MACHINE_VERIFIED,
PARAM-122,MOD-008,FORM-008,non_positive_penalty_cap,non_positive_penalty_cap,quality_score,float,score_or_ratio,30.0,30.0,30.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:62,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:69:1,30,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:adda01b852e917a46697de9d9f33f11b82c290f5413e041f4bb24f8d7dccb1a1,MACHINE_VERIFIED,
PARAM-123,MOD-008,FORM-008,non_positive_penalty_per_row,non_positive_penalty_per_row,quality_score,integer,score_or_ratio,5,5,5,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:62,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:69:2,5,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:616c409aadd95e4fa31e2acee845a4a50afda7d99b07192d14ede0db29cbe41a,MACHINE_VERIFIED,
PARAM-124,MOD-008,FORM-008,extreme_return_threshold,extreme_return_threshold,quality_score,float,score_or_ratio,0.35,0.35,0.35,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:63,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:70:1,0.35,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:4385269fd1ea0a37b00e78828c85c07c31a6858b18d7b17500539a990bcca68b,MACHINE_VERIFIED,
PARAM-125,MOD-008,FORM-008,extreme_return_penalty,extreme_return_penalty,quality_score,integer,score_or_ratio,15,15,15,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:65,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:72:1,15,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:adc28debc27feabdbeae2fe5c5f2d14875eac657ee3d712af0d5b18bd5ce4c65,MACHINE_VERIFIED,
PARAM-126,MOD-008,FORM-008,large_gap_threshold,large_gap_threshold,quality_score,float,score_or_ratio,0.35,0.35,0.35,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:66,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:73:1,0.35,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:045e3e4e7d835fb8470d37b9860536989c197abc9b0b6cc71daee43d7e89d076,MACHINE_VERIFIED,
PARAM-127,MOD-008,FORM-008,large_gap_penalty,large_gap_penalty,quality_score,integer,score_or_ratio,20,20,20,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:68,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:75:1,20,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:8951d01174ebce08504e5dbe6a0127317de3561495a2d3e6f14d92768cfa705f,MACHINE_VERIFIED,
PARAM-128,MOD-008,FORM-008,moderate_gap_threshold,moderate_gap_threshold,quality_score,float,score_or_ratio,0.2,0.2,0.2,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:69,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:76:1,0.2,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e5b7cbe6b06a1ae408f457be4697dbc8fa97ed0b09a940cb8660e55667f863c6,MACHINE_VERIFIED,
PARAM-129,MOD-008,FORM-008,moderate_gap_penalty,moderate_gap_penalty,quality_score,integer,score_or_ratio,8,8,8,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:71,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:78:1,8,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:19117a39971c5019a4c8bcf1e385bd711d3ff15159d88da3fc15c424d3854feb,MACHINE_VERIFIED,
PARAM-130,MOD-008,FORM-008,grade_A_threshold,grade_A_threshold,quality_score,integer,score_or_ratio,90,90,90,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:146,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:146:1,90,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:faf08ed6f0bdb3b610ada7765fbec7ad8607081600c8265c99a9d76549f7d7f3,MACHINE_VERIFIED,
PARAM-131,MOD-008,FORM-008,grade_B_threshold,grade_B_threshold,quality_score,integer,score_or_ratio,80,80,80,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:148,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:148:1,80,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5f704eb2fadbc4cfea864c7a97fb947c7756cfdff114d95fcd298c4e6a965c9d,MACHINE_VERIFIED,
PARAM-132,MOD-008,FORM-008,grade_C_threshold,grade_C_threshold,quality_score,integer,score_or_ratio,70,70,70,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:150,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:150:1,70,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:55f74cec49d0821bfe7a468cc1ca20611a1d821f52dd36665eb075175807c4a6,MACHINE_VERIFIED,
PARAM-133,MOD-008,FORM-008,grade_D_threshold,grade_D_threshold,quality_score,integer,score_or_ratio,60,60,60,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/quality.py:152,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/quality.py:152:1,60,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:50b4571bca0c3c0c8cbfeecfe7769473021c4c779db638bf86123ba188c87d5d,MACHINE_VERIFIED,
